title,date,url,content,class
"Transporte sustentável evolui, mas ainda é pouco acessível",26/02/2025 07:30:00,https://olhardigital.com.br/2025/02/26/carros-e-tecnologia/transporte-sustentavel-evolui-mas-ainda-e-pouco-acessivel/,"Os meios de transporte são parte significativa para a emissão de gases poluentes no nosso planeta. Segundo o Inventário de Emissões Atmosféricas do Transporte Rodoviário de Passageiros no Município d…  Especialista diz que, apesar da evolução de tecnologias sustentáveis, melhor transporte para o meio ambiente é o público","0"
Brasil terá um novo reator nuclear em 5 anos – e os objetivos são importantes,25/02/2025 17:01:57,https://olhardigital.com.br/2025/02/25/ciencia-e-espaco/brasil-tera-um-novo-reator-nuclear-em-5-anos-e-os-objetivos-sao-importantes/,"A cidade de Iperó, no interior de São Paulo, foi escolhida para receber o maior centro brasileiro de pesquisa para aplicações da tecnologia nuclear. As obras do chamado Reator Multipropósito Brasileiro. Complexo deverá ser concluído em cinco anos e será usado para pesquisas nas áreas da saúde, indústria, agricultura e meio ambiente.","1
"
"Lula anunciou Autoridade Climática há 160 dias, mas ainda não há proposta",18/02/2025 11:30:45,https://veja.abril.com.br/coluna/radar/lula-anunciou-autoridade-climatica-ha-160-dias-mas-ainda-nao-ha-proposta,"O governador do Amazonas, Wilson Lima, a ministra do Meio Ambiente e da Mudança do Clima, Marina Silva, o presidente Luiz Inácio Lula da Silva e o min… Casa Civil disse estar em ""diálogo permanente"" com o Ministério do Meio Ambiente para avaliar ""quais seriam os contornos da medida de criação"" do órgão","0
"
Proteção para quem protege o meio ambiente,10/03/2025 19:23:47,https://veja.abril.com.br/coluna/matheus-leitao/protecao-para-quem-protege-o-meio-ambiente,"Brasília será o cenário do lançamento de um novo programa para garantir a segurança física, ju… Instituto internacional lança programa pioneiro de proteção a ativistas ambientais; iniciativa é resposta às ameaças de morte a defensores do meio ambiente","1
"
Opera Air ganha suporte em português para navegação mais tranquila,25/02/2025 09:40:00,https://olhardigital.com.br/2025/02/25/internet-e-redes-sociais/opera-air-ganha-suporte-em-portugues-para-navegacao-mais-tranquila/,"O primeiro navegador do mercado desenvolvido com foco em mindfulness agora conta com suporte completo em português. O software do Opera Air permite que os brasileiros pratiquem exercícios guiados em …  Opera Air ajuda os usuários a manter o foco e reduzir o estresse por meio de atividades guiadas, evitando a fadiga digital.","2
"
Gregos antigos já poluíam o planeta há 5 mil anos,24/02/2025 21:55:22,https://olhardigital.com.br/2025/02/24/ciencia-e-espaco/gregos-antigos-ja-poluiam-o-planeta-ha-5-mil-anos/,"Um estudo recente revelou que a poluição por chumbo causada pela atividade humana remonta a mais de 5.000 anos, tendo suas origens nas práticas da Grécia Antiga. A pesquisa, conduzida por arqueólogos…  Pesquisadores coletaram amostras do fundo do mar com camadas de material depositadas ao longo de milênios.","0
"
"‘Não recuaremos um milímetro’, diz CEO do Carrefour sobre diversidade",19/02/2025 17:13:22,https://veja.abril.com.br/coluna/radar-economico/nao-recuaremos-um-milimetro-diz-ceo-do-carrefour-sobre-diversidade,"Stephane Maquaire, CEO do Grupo Carrefour Brasil (Carrefour/Divulgação) Em meio a uma onda de revisões e recuos disse que a companhia “não recuará um milímetro” em suas ações para tornar o ambiente corporativo mais diverso e representativo. Em meio a uma onda de revisões e recuos em políticas de ESG no mercado mundial...","1
"
Captura de carbono é mais cara do que mudança para energias renováveis,19/02/2025 15:28:37,https://olhardigital.com.br/2025/02/19/ciencia-e-espaco/captura-de-carbono-e-mais-cara-do-que-mudanca-para-energias-renovaveis/,"Para a maioria dos países do mundo, obter energia exclusivamente de fontes eólicas, solar, geotérmica e hidrelétrica até 2050 reduziria suas necessidades e custos energéticos. A mudança contribuiria …  Por meio da simulação de dois casos extremos, cientistas descobriram que a transição energética e mais eficiente do que a extração de C02 do ar.","1
"
Marina descarta disputar Presidência e diz que decisão sobre Margem Equatorial será técnica,11/03/2025 11:40:03,"https://www.terra.com.br/noticias/brasil/politica/marina-descarta-disputar-presidencia-e-diz-que-decisao-sobre-margem-equatorial-sera-tecnica,f5d7c67ea7ed3e2eba6bfc32161d39d3m3e802rs.html","A ministra do Meio Ambiente, Marina Silva, afirmou que não pretende se candidatar novamente ao Palácio do Planalto. Marina foi candidata a presidente em 2010, 2014 e 2018. Em 2022, pela Rede Sustenta…  A ministra do Meio Ambiente, Marina Silva, afirmou que não pretende se candidatar novamente ao ...","2
"
IA: inteligência artificial ou insônia e ansiedade? Especialista faz alerta,26/02/2025 15:00:00,https://olhardigital.com.br/2025/02/26/pro/ia-inteligencia-artificial-ou-insonia-e-ansiedade-especialista-faz-alerta/,"No dia 18 de fevereiro, o evento Spotlight, em comemoração aos 20 anos do Olhar Digital, reuniu especialistas para discutir os impactos da Inteligência Artificial (IA) no mercado de criadores, editor…  Palestra de Arthur Igreja no evento em comemoração aos 20 anos do Olhar Digital abordou o uso da Inteligência Artificial no meio empresarial.","2
"
